Id,Label,Depth
27054,27054,3
74380,74380,3
83218,83218,3
97769,97769,3
8911,8911,3
18863,18863,3
41533,41533,2
60031,60031,3
10845,10845,3
55350,55350,3
1660,1660,3
95848,95848,3
2679,2679,3
56836,56836,2
18287,18287,3
75621,75621,3
78794,78794,3
21397,21397,3
52257,52257,3
1251,1251,3
35882,35882,2
95643,95643,3
88661,88661,3
66467,66467,3
13759,13759,3
61424,61424,3
97653,97653,3
81321,81321,3
70080,70080,3
65148,65148,4
27247,27247,4
73603,73603,4
65568,65568,1
91393,91393,2
23044,23044,3
98498,98498,3
7772,7772,3
39322,39322,3
44441,44441,3
91391,91391,3
65389,65389,2
31083,31083,3
58881,58881,3
47654,47654,3
31728,31728,3
19099,19099,3
97276,97276,3
53806,53806,2
4331,4331,3
24209,24209,3
47067,47067,3
35005,35005,3
97180,97180,3
96102,96102,3
57195,57195,2
98646,98646,3
86827,86827,3
2959,2959,3
32685,32685,3
70730,70730,3
48846,48846,3
99633,99633,2
65360,65360,3
85484,85484,3
5120,5120,3
76597,76597,3
78812,78812,3
69293,69293,3
617,617,2
74452,74452,3
67789,67789,3
71761,71761,3
49478,49478,3
72597,72597,3
72740,72740,3
89720,89720,2
3838,3838,3
36344,36344,3
99539,99539,3
4763,4763,3
95997,95997,3
35174,35174,3
22473,22473,2
24825,24825,3
76842,76842,3
3998,3998,3
1001,1001,3
46438,46438,3
41026,41026,3
49556,49556,3
41969,41969,3
75010,75010,4
16393,16393,4
72460,72460,4
60818,60818,1
87867,87867,2
12588,12588,3
14839,14839,3
2626,2626,3
78757,78757,3
54223,54223,3
2494,2494,3
43453,43453,2
53369,53369,3
99023,99023,3
19299,19299,3
24692,24692,3
22646,22646,3
10286,10286,3
32726,32726,2
96247,96247,3
97010,97010,3
64133,64133,3
37188,37188,3
35875,35875,3
84920,84920,3
4664,4664,2
36401,36401,3
89914,89914,3
44779,44779,3
24872,24872,3
4372,4372,3
37040,37040,3
51858,51858,2
79256,79256,3
75166,75166,3
35469,35469,3
2418,2418,3
86672,86672,3
35701,35701,3
5729,5729,2
17998,17998,3
98650,98650,3
15687,15687,3
77735,77735,3
23369,23369,3
39302,39302,3
14471,14471,2
12564,12564,3
84820,84820,3
51848,51848,3
95754,95754,3
46362,46362,3
44604,44604,3
57893,57893,2
55144,55144,3
43512,43512,3
31693,31693,3
99963,99963,3
15734,15734,3
73038,73038,3
71572,71572,3
1368,1368,3
76527,76527,4
58205,58205,4
73364,73364,4
83641,83641,1
5848,5848,2
6676,6676,3
65897,65897,3
26972,26972,3
44309,44309,3
30987,30987,3
52083,52083,3
76411,76411,2
58478,58478,3
18909,18909,3
69796,69796,3
12953,12953,3
70033,70033,3
37327,37327,3
67551,67551,2
17952,17952,3
66547,66547,3
37193,37193,3
6110,6110,3
20824,20824,3
30682,30682,3
92763,92763,2
78120,78120,3
40085,40085,3
49521,49521,3
54980,54980,3
9250,9250,3
17456,17456,3
11370,11370,2
14792,14792,3
62702,62702,3
94221,94221,3
6912,6912,3
97798,97798,3
51686,51686,3
78104,78104,2
69658,69658,3
67877,67877,3
89559,89559,3
33687,33687,3
91332,91332,3
32998,32998,3
11828,11828,2
6142,6142,3
73357,73357,3
81202,81202,3
19961,19961,3
52479,52479,3
27835,27835,3
59029,59029,2
97432,97432,3
15422,15422,3
12726,12726,3
87112,87112,3
79709,79709,3
5257,5257,3
8892,8892,3
69006,69006,3
67355,67355,4
78487,78487,4
57213,57213,4
