Id,Degree,Depth
23204,926,1
75779,338,2
33902,135,3
6885,203,3
57950,588,2
10260,567,3
71292,21,3
24660,3170,1
22439,3028,2
39560,1593,3
15242,1435,3
89531,142,2
98354,120,3
13877,22,3
0,4096,0
