978001.48,171193.41,95.44
978001.94,171194.63,91.45
978003.44,171198.54,90.18
978001.4,171193.04,93.12
978003.68,171198.75,92.18
978002.04,171195.61,94.97
978002.66,171195.87,92.94
978002.95,171196.47,90.57000000000001
978007.1,171191.95,106.03
978001.85,171194.51,98.61
978001.83,171194.46,101.01
978001.17,171194.89,106.43
978001.82,171194.41,103.14
978003.36,171193.03,104.12
978007.37,171194.2,105.76
978007.65,171196.44,105.51
978007.92,171198.65,105.21000000000001
978002.52,171193.07,106.13
978009.12,171191.9,107.19
978009.41,171194.19,106.93
978009.68,171196.39,106.65
978009.96,171198.65,106.32000000000001
978003.92,171195.46,104.09
978003.83,171197.3,106.37
978011.48,171196.99,107.92
978005.33,171193.01,104.58
978003.08,171198.65,97.82000000000001
978003.12,171198.55,99.92
978003.11,171198.5,102.01
978001.75,171196.91,106.27
978005.91,171195.96,104.44
978005.6,171198.54,104.29
978003.18,171195.19,106.14
978002.32,171196.12,99.7
978002.34,171196.46,97.36
978002.32,171196.35,101.82000000000001
978002.65,171197.13,103.72
978011.03,171194.99,107.88
978011.26,171193.02,108.5
978011.94,171191.14,109.49000000000001
978014.83,171197.3,110.06
978023.46,171191.05,117.14
978016.97,171190.45,113.01
978023.75,171193.26,116.84
978024.05,171195.49,116.60000000000001
978024.34,171197.66,116.32000000000001
978019.21,171197.91,112.77
978013.67,171195.63,109.63
978016.07,171195.91,111.08
978018.02,171195.61,112.49000000000001
978019.89,171195.33,113.83
978021.79,171195.04,115.19
978017.12,171198.76,111.18
978021.12,171197.82,114.14
978022.61,171196.92,115.49000000000001
978021.25,171191.84,115.54
978020.01,171193.13,114.53
978017.43,171193.16,112.64
978018.86,171191.46,114.09
978015.46,171193.84,111.17
978013.69,171191.69,110.5
978012.93,171198.65,108.58
978020.13,171189.79,115.23
978015.57,171191.39,111.78
978024.54,171189.52,118.39
978021.9,171189.86,116.39
978013.07,171193.5,109.61
978045.83,171185.81,113.14
978048.42,171186.38,111.47
978043.45,171186.09,114.83
978049.7,171185.12,110.26
978041.79,171186.31,115.96000000000001
978028.01,171198.39,118.8
978029.74,171197.94,120.17
978025.86,171192.13,118.64
978036.79,171187.26,119.68
978029.01,171195.03,120.28
978027.85,171193.33,119.74000000000001
978037.07,171190.52,120.13
978025.68,171194.31,118.11
978027.67,171190.73,120.16
978027.45,171195.96,118.91
978026.05,171197.08,117.83
978026.23,171189.1,119.46000000000001
978040.78,171195.69,118.76
978043.88,171195.32,116.43
978039.83,171189.1,117.95
978041.59,171188.86,116.72
978043.36,171188.63,115.45
978045.12,171188.39,114.16
978049.46,171192.78,112.04
978046.84,171188.16,112.91
978047.2,171194.54,114.02
978046.75,171192.47,113.94
978046.29,171190.42,113.85000000000001
978039.9,171197.34,119.56
978048.82,171195.89,113.22
978049.3,171198.24,113.37
978042.33,171194.08,117.31
978038.87,171193.09,119.43
978041.83,171191.44,117.09
978045.46,171194.76,115.22
978042.45,171196.24,117.60000000000001
978038.92,171195.26,119.88
978048.87,171188.37,111.56
978044.13,171198.5,116.9
978047.46,171198.13,114.56
978041.92,171198.25,118.31
978039.3,171187.03,117.88
978045.96,171196.85,115.31
978048.34,171191.13,112.58
978043.67,171191.14,115.75
978045.02,171192.45,115.07000000000001
978039.93,171191.11,118.32000000000001
978038.11,171188.64,118.99000000000001
978040.61,171193.14,118.32000000000001
978062.02,171184.01,93.74
978061.27,171183.75,91.46000000000001
978061.6,171183.67,88.36
978062.1,171185.19,89.86
978062.47,171186.24,93.2
978062.41,171185.72,95.21000000000001
978062.35,171185.98,87.69
978065.05,171190.9,87.33
978065.1,171190.89,89.44
978065.21,171190.87,93.60000000000001
978065.08,171194.68,87.91
978065.12,171194.73,91.10000000000001
978065.92,171197.58,88.95
978064.42,171192.05,95.37
978064.43,171192.18,92.05
978063.92,171187.69,87.31
978065.12,171194.78,94.17
978066.18,171197.97,86.93
978065.93,171198.71,90.81
978063.46,171188.01,90.35000000000001
978063.46,171188.0,92.81
978065.96,171198.8,94.10000000000001
978064.63,171187.65,95.16
978065.33,171189.31,91.75
978065.37,171189.52,95.39
978064.55,171192.87,89.96000000000001
978064.54,171192.91,86.96000000000001
978065.16,171188.53,89.24
978053.14,171184.94,107.85000000000001
978061.68,171185.82,106.31
978060.27,171186.35,104.26
978061.84,171183.46,106.3
978055.2,171184.61,106.39
978060.06,171183.56,104.06
978056.75,171185.79,105.7
978061.97,171184.98,97.52
978062.02,171184.48,103.68
978062.0,171184.48,101.14
978058.52,171185.28,104.47
978054.53,171186.33,107.24000000000001
978061.75,171183.8,99.13
