Source,Target,Type
0,70125,Directed
70125,60503,Directed
60503,77149,Directed
60503,16033,Directed
70125,56107,Directed
56107,66367,Directed
56107,29880,Directed
0,1879,Directed
1879,73109,Directed
73109,73516,Directed
73109,77395,Directed
1879,94130,Directed
94130,92087,Directed
94130,41996,Directed
