Id,Degree,Depth
70809,2048,1
18025,1024,2
96208,512,3
64438,512,3
3858,1024,2
60774,512,3
29401,512,3
19289,2048,1
45932,1023,2
40256,511,3
2940,512,3
48397,1025,2
65756,512,3
12323,513,3
0,4096,0
