Id,Degree,Depth
8821,2027,1
36133,1012,2
34290,506,3
13300,506,3
96429,1015,2
96969,507,3
2191,508,3
43579,2069,1
95311,1033,2
48649,515,3
1856,518,3
39804,1036,2
23688,516,3
38614,520,3
0,4096,0
