Source,Target,Type
0,72962,Directed
72962,83820,Directed
83820,69923,Directed
83820,28380,Directed
72962,23342,Directed
23342,5289,Directed
23342,32078,Directed
0,1700,Directed
1700,24179,Directed
24179,19952,Directed
24179,52596,Directed
1700,98462,Directed
98462,97908,Directed
98462,83798,Directed
