Source,Target,Type
69976,59753,Directed
59753,48060,Directed
59753,8438,Directed
59753,86845,Directed
59753,51952,Directed
59753,66177,Directed
59753,32815,Directed
59753,36822,Directed
59753,81644,Directed
69976,98891,Directed
98891,15074,Directed
98891,6025,Directed
98891,49425,Directed
98891,24991,Directed
98891,91063,Directed
98891,92837,Directed
98891,94441,Directed
98891,42548,Directed
69976,84259,Directed
84259,19791,Directed
84259,85563,Directed
84259,28980,Directed
84259,31299,Directed
84259,51057,Directed
84259,94914,Directed
84259,9058,Directed
84259,51654,Directed
69976,64895,Directed
64895,99822,Directed
64895,40586,Directed
64895,82941,Directed
64895,70117,Directed
64895,98364,Directed
64895,38023,Directed
64895,17157,Directed
64895,80572,Directed
69976,54380,Directed
54380,4269,Directed
54380,80259,Directed
54380,39610,Directed
54380,74978,Directed
54380,37313,Directed
54380,55230,Directed
54380,34335,Directed
54380,13282,Directed
69976,61247,Directed
61247,81779,Directed
61247,7114,Directed
61247,83800,Directed
61247,20333,Directed
61247,76332,Directed
61247,95654,Directed
61247,11877,Directed
61247,85601,Directed
85601,48559,Directed
85601,85805,Directed
71939,65937,Directed
65937,27991,Directed
27991,9472,Directed
27991,58207,Directed
27991,62430,Directed
27991,15165,Directed
27991,43434,Directed
27991,59783,Directed
27991,11649,Directed
27991,43871,Directed
65937,25423,Directed
25423,32401,Directed
25423,2712,Directed
25423,56929,Directed
25423,49850,Directed
25423,13014,Directed
25423,6539,Directed
25423,34356,Directed
25423,58326,Directed
65937,17029,Directed
17029,84766,Directed
17029,89479,Directed
17029,56001,Directed
17029,56862,Directed
17029,64688,Directed
17029,62648,Directed
17029,95874,Directed
17029,80390,Directed
65937,54089,Directed
54089,58271,Directed
54089,70589,Directed
54089,17981,Directed
54089,37691,Directed
54089,2165,Directed
54089,38505,Directed
54089,52634,Directed
54089,82911,Directed
65937,54497,Directed
54497,12762,Directed
54497,33284,Directed
54497,19759,Directed
54497,14872,Directed
54497,90120,Directed
54497,82413,Directed
54497,27045,Directed
54497,64489,Directed
65937,37949,Directed
37949,59936,Directed
37949,25683,Directed
37949,50902,Directed
37949,63797,Directed
37949,7066,Directed
37949,44338,Directed
37949,61262,Directed
37949,12688,Directed
65937,1686,Directed
1686,44307,Directed
1686,48578,Directed
1686,75923,Directed
1686,63177,Directed
1686,65871,Directed
1686,43042,Directed
1686,75802,Directed
1686,58294,Directed
65937,3780,Directed
3780,31933,Directed
3780,54120,Directed
3780,48907,Directed
3780,18379,Directed
3780,86940,Directed
3780,59123,Directed
3780,79231,Directed
3780,54305,Directed
54305,62272,Directed
54305,43974,Directed
71939,37673,Directed
37673,40204,Directed
40204,19285,Directed
40204,89731,Directed
40204,27379,Directed
40204,15302,Directed
40204,3144,Directed
40204,56933,Directed
40204,26904,Directed
40204,7143,Directed
37673,32479,Directed
32479,55047,Directed
32479,78286,Directed
32479,38192,Directed
32479,60264,Directed
32479,41560,Directed
32479,35558,Directed
32479,43196,Directed
32479,42123,Directed
37673,11317,Directed
11317,49610,Directed
11317,89211,Directed
11317,69144,Directed
11317,39653,Directed
11317,41280,Directed
11317,47222,Directed
11317,3163,Directed
11317,14753,Directed
37673,80024,Directed
80024,48734,Directed
80024,99816,Directed
80024,16829,Directed
80024,6516,Directed
80024,61304,Directed
80024,44241,Directed
80024,4487,Directed
80024,53847,Directed
37673,39939,Directed
39939,17426,Directed
39939,50003,Directed
39939,15244,Directed
39939,82708,Directed
39939,63365,Directed
39939,81938,Directed
39939,14685,Directed
39939,5401,Directed
37673,65455,Directed
65455,25802,Directed
65455,23174,Directed
65455,42013,Directed
65455,26076,Directed
65455,89024,Directed
65455,14869,Directed
65455,57452,Directed
65455,89595,Directed
37673,36402,Directed
36402,16363,Directed
36402,49197,Directed
36402,9901,Directed
36402,55892,Directed
36402,65199,Directed
36402,80882,Directed
36402,61426,Directed
36402,32032,Directed
37673,7844,Directed
7844,47550,Directed
7844,10627,Directed
7844,43114,Directed
7844,77046,Directed
7844,40290,Directed
7844,4984,Directed
7844,95506,Directed
7844,55485,Directed
55485,81067,Directed
55485,72385,Directed
71939,20850,Directed
20850,14936,Directed
14936,16072,Directed
14936,2409,Directed
14936,99423,Directed
14936,18197,Directed
14936,18114,Directed
14936,28811,Directed
14936,70400,Directed
14936,57895,Directed
20850,42558,Directed
42558,11315,Directed
42558,82460,Directed
42558,2032,Directed
42558,25980,Directed
42558,57347,Directed
42558,20422,Directed
42558,56087,Directed
42558,12200,Directed
20850,39159,Directed
39159,6693,Directed
39159,6541,Directed
39159,70864,Directed
39159,4251,Directed
39159,54711,Directed
39159,66220,Directed
39159,39754,Directed
39159,81145,Directed
20850,3115,Directed
