Id,Degree,Depth
59356,2891,1
27329,2033,2
52524,641,3
1888,1392,3
60401,858,2
98253,410,3
50045,448,3
43933,1205,1
89305,878,2
1349,218,3
5779,660,3
11217,327,2
98986,188,3
1855,139,3
0,4096,0
