Id,Degree,Depth
23488,2048,1
64313,1024,2
91952,512,3
81272,512,3
66677,1024,2
18696,511,3
13742,513,3
18733,2048,1
19900,1024,2
13651,512,3
87958,512,3
94810,1024,2
96871,512,3
16544,512,3
0,4096,0
