Id,Degree,Depth
96261,2048,1
29918,1024,2
55006,512,3
53666,512,3
60644,1024,2
90601,512,3
14497,512,3
66547,2048,1
4601,1024,2
72020,512,3
18620,512,3
92023,1024,2
12437,512,3
2939,512,3
0,4096,0
