Id,Degree,Depth
16471,2024,1
31527,1011,2
52080,505,3
10870,506,3
18824,1013,2
82683,505,3
15361,508,3
91386,2072,1
47218,1036,2
56219,518,3
29892,518,3
22457,1036,2
2310,518,3
28429,518,3
0,4096,0
