978022.58,171209.85,112.63
978065.34,171203.18,104.16
978059.43,171190.95,105.02
978001.42,171193.2,90.16
978019.12,171190.79,114.37
978029.85,171202.82,119.10000000000001
978012.07,171196.31,108.34
978031.16,171211.4,118.14
978020.27,171211.28,110.82000000000001
978044.49,171194.87,116.0
978025.17,171191.51,118.29
978016.21,171194.9,111.48
978058.38,171186.6,104.8
978032.41,171193.41,122.9
978026.55,171189.22,119.73
978024.97,171214.52,113.29
978031.69,171205.31,119.85000000000001
978047.61,171199.93,114.92
978021.22,171195.57,114.84
978001.72,171194.23,92.29
978019.53,171210.75,110.4
978021.77,171205.11,113.17
978039.0,171207.41,122.3
978052.55,171207.47,112.99000000000001
978053.27,171202.47,111.46000000000001
978009.39,171215.0,105.08
978032.54,171195.27,122.67
978002.84,171200.68,106.29
978028.64,171193.58,120.39
978021.41,171199.61,114.09
978034.6,171211.41,120.49000000000001
978026.57,171194.06,118.73
978018.05,171196.51,112.38
978041.96,171201.09,118.87
978044.16,171190.13,115.31
978065.0,171201.99,104.09
978018.56,171197.2,112.60000000000001
978064.86,171206.67,104.7
978052.85,171204.68,112.26
978040.9,171195.59,118.59
978037.96,171211.94,122.78
978013.89,171209.49,106.85000000000001
978021.63,171196.86,114.75
978007.48,171206.76,104.38
978036.85,171188.0,119.72
978002.41,171195.86,106.3
978059.21,171185.06,104.34
978053.28,171207.67,112.58
978064.01,171192.83,106.23
978010.07,171200.27,106.18
978042.0,171207.68,120.29
978007.03,171202.94,104.36
978010.07,171195.81,107.2
978013.77,171215.88,105.43
978010.34,171216.45,104.12
978048.11,171209.09,116.42
978064.15,171191.33,88.38
978003.55,171201.08,106.29
978031.41,171209.18,118.81
978035.47,171194.0,121.95
978026.05,171201.91,116.78
978067.67,171201.87,106.26
978009.36,171216.82,106.3
978040.78,171190.03,117.44
978051.5,171201.4,112.52
978045.15,171197.99,116.10000000000001
978006.23,171207.29,106.28
978046.13,171188.18,113.37
978060.31,171197.35,105.72
978011.2,171210.31,104.86
978013.48,171197.15,109.09
978032.5,171213.17,118.76
978057.03,171188.16,106.0
978026.21,171213.41,114.39
978022.53,171196.87,115.29
978046.14,171205.0,116.87
978045.79,171189.27,113.87
978065.58,171196.41,89.2
978008.13,171205.71,104.47
978036.17,171193.74,121.39
978048.27,171191.46,112.68
978029.13,171198.55,119.56
978044.5,171195.53,116.07000000000001
978062.38,171198.78,104.76
978059.03,171208.42,108.93
978060.27,171192.04,104.67
978007.23,171209.34,106.29
978019.51,171215.42,109.37
978053.1,171197.19,110.52
978064.53,171205.4,104.64
978064.3,171190.52,106.22
978023.83,171190.96,117.59
978004.34,171203.88,106.22
978009.72,171206.12,104.78
978045.32,171185.96,113.53
978040.64,171208.17,121.38
978004.52,171205.34,106.17
978035.6,171195.17,122.08
978062.02,171183.31,88.24
978004.33,171198.87,106.29
978002.08,171196.7,106.25
978027.77,171209.37,116.21000000000001
978015.84,171203.27,109.49000000000001
978017.61,171208.66,109.53
978027.97,171192.13,120.2
978035.94,171194.7,121.67
978064.67,171202.37,104.26
978059.4,171189.75,104.79
978023.81,171197.82,116.04
978068.14,171207.22,106.2
978037.84,171194.77,120.47
978048.28,171198.1,114.04
978062.96,171199.32,104.43
978059.21,171205.48,108.26
978006.73,171209.45,106.22
978056.81,171196.5,107.91
978007.31,171193.67,105.82000000000001
978021.18,171191.34,115.61
978035.25,171206.09,122.19
978012.82,171191.29,109.98
978065.8,171190.37,88.96000000000001
978054.53,171184.45,106.87
978069.25,171205.65,97.99000000000001
978026.14,171190.16,119.26
978046.3,171206.86,117.22
978047.35,171185.59,112.02
978009.05,171193.19,107.02
978065.23,171190.85,95.61
978014.7,171200.9,109.19
978009.34,171207.94,104.43
978041.51,171207.51,120.51
978067.54,171205.53,106.23
978040.1,171189.16,117.69
978003.66,171194.25,104.07000000000001
978014.53,171193.75,110.64
978044.92,171207.11,118.12
978012.88,171210.21,105.97
978039.43,171205.49,121.59
978006.28,171193.4,105.13
978056.11,171194.79,107.89
978029.54,171204.74,118.48
978061.74,171186.4,106.26
978052.53,171188.47,109.12
978033.45,171199.07,122.4
978039.49,171203.51,121.06
978032.04,171212.87,118.47
978050.48,171196.36,112.18
978014.83,171216.05,106.13
978064.38,171191.33,106.27
978001.77,171195.17,106.26
978023.19,171199.52,115.23
978024.88,171205.35,115.13
978068.27,171205.47,106.27
978046.35,171191.56,114.10000000000001
978007.61,171197.23,105.3
978022.94,171192.57,116.55
978060.08,171199.33,106.38
978051.62,171199.4,112.0
978061.36,171207.0,107.21000000000001
978057.77,171197.66,107.56
978065.7,171197.97,90.42
978020.8,171211.85,110.99000000000001
978014.36,171214.34,106.10000000000001
978048.01,171208.66,116.44
978033.05,171201.55,121.68
978039.11,171210.13,122.84
978058.2,171206.52,109.18
978008.09,171212.97,106.3
978043.88,171191.79,115.7
978054.87,171188.92,107.64
978040.29,171195.94,118.98
978011.96,171197.72,108.03
978034.17,171188.94,121.81
978044.49,171206.31,118.27
978015.03,171194.75,110.72
978031.31,171210.0,118.55
978052.12,171196.94,111.16
978033.84,171194.2,123.09
978058.24,171197.56,107.16
978036.12,171198.37,122.39
978036.12,171204.82,122.98
978026.57,171193.97,118.8
978018.75,171215.5,108.96000000000001
978020.72,171191.56,115.28
978014.66,171205.93,108.14
978008.9,171205.7,104.54
978007.64,171201.68,104.5
978014.86,171201.82,109.11
978028.99,171207.87,117.46000000000001
978055.03,171187.37,107.22
978039.14,171197.84,120.19
978011.73,171215.17,104.35000000000001
978053.77,171191.8,109.01
978057.72,171203.29,108.66
978057.69,171189.97,105.95
978027.71,171199.48,118.37
978058.97,171184.93,104.35000000000001
978023.17,171189.79,117.43
978056.59,171197.4,108.18
978024.15,171195.52,116.7
978023.75,171210.04,113.42
978061.45,171190.32,104.36
978040.68,171192.18,117.95
978033.55,171201.59,121.95
978023.66,171208.61,113.56
978033.16,171210.52,119.68
978014.35,171196.95,109.78
978050.5,171208.88,114.72
978028.91,171209.48,117.03
978024.57,171206.13,114.8
978011.38,171202.2,106.67
978051.58,171200.28,112.22
978026.13,171197.53,117.74000000000001
978010.89,171198.24,107.22
978026.93,171209.13,115.79
978065.49,171202.09,104.04
978027.31,171197.41,118.56
978053.96,171190.22,108.43
978051.83,171203.31,112.61
978033.24,171199.67,122.12
978025.1,171209.79,114.37
978049.58,171193.27,112.11
978023.92,171208.52,113.87
978043.95,171191.78,115.64
978022.2,171199.64,114.57000000000001
978057.67,171191.78,106.31
978007.64,171203.57,104.47
978062.74,171186.84,100.86
978049.33,171185.41,110.55
978043.91,171191.52,115.63
978017.64,171210.32,109.16
978061.16,171203.39,106.35000000000001
978041.42,171189.8,116.96000000000001
978054.19,171207.49,112.0
978012.89,171212.31,105.56
978012.65,171212.69,105.25
978033.72,171196.88,123.13000000000001
978011.72,171208.12,105.53
978015.72,171204.58,109.14
978027.35,171207.66,116.35000000000001
978053.41,171189.85,108.7
978012.8,171199.67,108.15
978015.14,171198.75,110.01
978065.78,171204.78,104.08
978066.79,171200.74,106.16
978029.4,171192.01,121.15
978016.82,171195.76,111.72
978066.44,171198.57,97.37
978016.76,171211.66,108.24000000000001
978060.63,171198.19,105.74000000000001
978064.88,171188.28,100.69
978064.98,171194.23,87.49
978052.69,171199.13,111.17
978016.34,171215.63,107.15
978014.23,171199.11,109.3
978066.88,171202.69,106.23
978039.11,171194.26,119.52
978034.11,171191.91,122.33
978052.81,171202.47,111.78
978021.28,171190.4,115.83
978003.87,171201.05,106.28
978003.3,171199.31,103.93
978027.11,171210.22,115.66
978062.51,171186.46,106.25
978036.44,171192.49,120.94
978011.73,171204.97,106.35000000000001
978056.12,171194.96,107.98
978030.15,171213.21,117.01
978018.43,171200.98,111.69
978014.67,171190.86,111.4
978059.48,171198.81,106.48
978065.32,171204.97,104.17
978044.03,171210.25,119.38
978008.1,171205.15,104.49000000000001
978061.15,171186.68,104.81
978063.05,171201.74,104.88
978035.51,171197.6,122.62
978057.26,171190.51,106.36
978007.51,171213.03,106.3
978039.19,171200.06,120.64
978063.3,171202.56,104.89
978020.16,171205.81,112.0
978029.72,171199.1,119.89
978056.02,171192.43,107.64
978044.04,171198.11,116.89
978020.89,171210.85,111.27
978057.5,171189.52,105.98
978014.69,171207.79,107.79
978030.02,171190.42,121.83
978035.61,171205.61,122.55
978024.05,171212.44,113.07000000000001
978013.56,171216.23,105.28
978010.52,171215.0,104.21000000000001
978036.61,171192.28,120.76
978044.17,171186.41,114.28
978015.36,171203.35,109.09
978005.84,171193.25,104.87
978031.65,171198.25,121.34
978053.85,171197.58,110.09
978064.97,171195.77,106.18
978022.75,171191.45,116.63
978068.31,171206.75,106.24000000000001
978023.81,171209.55,113.64
978050.76,171187.96,110.18
978045.4,171205.67,117.52
978021.67,171212.28,111.58
978010.28,171215.67,104.13
978003.29,171194.96,104.36
978002.78,171196.44,106.24000000000001
978038.97,171192.02,119.10000000000001
978020.61,171190.62,115.33
978051.92,171192.14,110.27
978038.03,171198.52,121.19
978056.61,171203.4,109.49000000000001
978020.75,171208.7,111.64
978039.86,171187.27,117.55
978012.58,171207.03,106.49000000000001
978015.46,171202.11,109.39
978062.75,171191.35,104.33
978001.92,171194.83,96.15
978022.42,171190.69,116.72
978017.51,171192.38,112.84
978033.74,171199.45,122.62
978009.38,171207.73,104.54
978027.69,171209.62,116.23
978043.69,171211.2,119.87
978056.14,171194.98,108.01
978047.72,171199.69,114.64
978024.21,171211.77,113.37
978044.14,171191.19,115.36
978066.89,171202.46,106.26
978064.46,171200.55,104.17
978008.58,171214.26,106.21000000000001
978015.02,171204.39,108.65
978020.04,171204.6,112.11
978049.46,171204.81,114.65
978033.26,171211.28,119.68
978011.23,171208.77,105.04
978062.6,171205.37,105.96000000000001
978005.65,171205.93,106.29
978032.1,171210.69,118.98
978019.36,171205.31,111.48
978047.26,171188.1,112.58
978025.53,171205.02,115.77
978011.13,171213.58,104.35000000000001
978043.47,171208.38,119.34
978061.18,171208.8,107.51
978037.74,171199.21,121.39
978049.9,171196.07,112.53
978065.12,171194.73,91.10000000000001
978025.15,171211.64,113.93
978038.09,171211.82,122.93
978027.1,171195.69,118.66
978025.67,171195.76,117.73
978041.29,171199.12,119.0
978044.75,171189.24,114.59
978065.37,171194.14,105.44
978048.08,171203.09,115.28
978048.33,171192.61,112.78
978051.9,171195.75,111.02
978011.26,171214.03,104.32000000000001
978045.62,171209.28,118.12
978023.9,171197.6,116.09
978017.35,171202.61,110.71000000000001
978035.3,171202.12,123.10000000000001
978012.92,171198.39,108.51
978009.65,171203.4,105.3
978046.27,171200.56,115.95
978039.09,171212.35,123.33
978027.88,171200.48,118.42
978065.63,171194.07,106.2
978037.78,171204.51,122.55
978008.82,171208.05,104.45
978027.29,171188.62,120.36
978037.94,171207.98,123.21000000000001
978025.46,171192.7,118.3
978043.84,171192.99,116.09
978067.22,171206.93,104.01
978042.49,171202.37,118.78
978054.66,171199.64,110.03
978051.48,171185.7,109.17
978067.18,171207.6,103.92
978033.08,171209.83,119.74000000000001
978036.74,171205.99,123.24000000000001
978065.54,171193.22,106.22
978006.27,171194.17,105.07000000000001
978049.13,171191.23,111.99000000000001
978001.42,171193.55,106.33
978046.24,171207.94,117.46000000000001
978045.62,171203.41,116.93
978031.19,171212.11,118.06
978062.35,171196.87,104.42
978064.9,171196.67,106.19
978012.77,171212.54,105.42
978027.72,171200.54,118.22
978044.98,171206.3,117.92
978033.54,171188.0,122.08
978006.84,171195.78,105.06
978041.11,171202.41,119.81
978041.26,171200.69,119.32000000000001
978010.19,171197.47,106.87
978041.65,171190.77,117.04
978041.23,171208.61,121.08
978007.88,171214.59,106.27
978030.54,171194.09,121.5
978062.47,171186.79,99.19
978044.94,171201.52,117.04
978028.26,171192.26,120.28
978051.66,171206.06,113.32000000000001
978009.1,171216.29,106.29
978039.86,171207.43,121.66
978043.09,171207.76,119.56
978042.89,171200.84,118.25
978026.05,171197.08,117.83
978030.17,171208.36,118.27
978018.22,171210.49,109.61
978033.45,171193.97,123.3
978041.08,171210.63,121.51
978013.25,171215.15,105.2
978034.03,171197.23,123.36
978029.32,171194.33,120.67
978030.3,171195.07,121.13
978028.43,171207.83,117.05
978051.97,171191.55,110.09
978007.69,171209.79,106.2
978056.48,171209.22,110.81
978036.17,171210.03,121.92
978030.79,171192.35,122.03
978061.13,171184.61,106.3
978040.14,171201.23,120.08
978051.98,171207.53,113.47
978056.61,171206.28,110.09
978055.89,171190.14,107.26
978067.86,171206.86,105.19
978051.93,171206.04,113.19
978015.08,171207.55,108.14
978016.78,171213.39,107.95
