Id,Label,Depth
89234,89234,4
25545,25545,4
98149,98149,4
54625,54625,4
82438,82438,4
99255,99255,4
12398,12398,2
24110,24110,3
64101,64101,3
12322,12322,3
61798,61798,3
62895,62895,3
76107,76107,3
96107,96107,3
27298,27298,3
14487,14487,4
50922,50922,4
71604,71604,4
87581,87581,4
68268,68268,4
66962,66962,4
87764,87764,2
24829,24829,3
58627,58627,3
31346,31346,3
38301,38301,3
617,617,3
65185,65185,3
99347,99347,3
99087,99087,3
43936,43936,4
82572,82572,4
58184,58184,4
83031,83031,4
17562,17562,4
27029,27029,4
39722,39722,2
56113,56113,3
38066,38066,3
24140,24140,3
787,787,3
14237,14237,3
96190,96190,3
55249,55249,3
69208,69208,3
32810,32810,4
2486,2486,4
81787,81787,4
98372,98372,4
89838,89838,4
66880,66880,4
96609,96609,2
85302,85302,3
98581,98581,3
64865,64865,3
58819,58819,3
9341,9341,3
20149,20149,3
80676,80676,3
9479,9479,3
70374,70374,4
42755,42755,4
3162,3162,4
77207,77207,4
97685,97685,4
26775,26775,4
4473,4473,2
96706,96706,3
83996,83996,3
78207,78207,3
79672,79672,3
23230,23230,3
98352,98352,3
17035,17035,3
4127,4127,3
5680,5680,4
74669,74669,4
87059,87059,4
72875,72875,4
30734,30734,4
39125,39125,4
44475,44475,4
