Id,Degree,Depth
34278,1707,1
94544,1672,2
37417,292,3
47338,1380,3
4745,35,2
74372,12,3
50140,23,3
89633,2389,1
69244,1908,2
65011,444,3
25872,1464,3
21448,481,2
61356,478,3
66486,3,3
0,4096,0
