X,Y,Z,PointSourceId,ScanAngleRank,ScanDirectionFlag,NumberOfReturns,ReturnNumber,GpsTime,Intensity
976004.71000004,172940.86999893,38.81000137,31.000000,-25.000000,1.000000,1.000000,1.000000,62483.478636,1689.000000
976017.38999939,172937.11999893,39.34000015,79.000000,25.000000,1.000000,1.000000,1.000000,71586.091795,1724.000000
976003.39000010,172936.91999817,39.31999969,79.000000,25.000000,1.000000,1.000000,1.000000,71585.979490,1398.000000
976022.56999969,172929.37999916,42.22999954,36.000000,-23.000000,1.000000,1.000000,1.000000,61841.856688,1565.000000
976015.27999973,172937.81999969,39.24000168,46.000000,-18.000000,1.000000,1.000000,1.000000,60859.470213,1663.000000
976003.69000006,172934.38999939,38.58000183,46.000000,-17.000000,1.000000,2.000000,1.000000,60859.567625,1300.000000
976004.23999977,172934.27000046,38.77000046,46.000000,-17.000000,1.000000,2.000000,1.000000,60859.567625,1268.000000
976010.10000038,172942.04999924,39.11999893,5.000000,-6.000000,1.000000,1.000000,1.000000,65362.054197,1694.000000
976021.20000076,172929.71999931,42.22999954,33.000000,-2.000000,1.000000,1.000000,1.000000,62227.827513,1623.000000
976006.57999992,172942.77999878,39.00000000,33.000000,-2.000000,1.000000,1.000000,1.000000,62228.202513,1753.000000
976015.57999992,172935.86999893,39.18000031,80.000000,2.000000,1.000000,1.000000,1.000000,71517.209959,1970.000000
976012.06999969,172935.04000092,39.02999878,47.000000,5.000000,1.000000,1.000000,1.000000,60764.299315,1775.000000
976000.23999999,172943.34000015,38.63000107,33.000000,-1.000000,1.000000,1.000000,1.000000,62228.330076,1671.000000
976017.23999977,172937.02000046,39.34999847,81.000000,-14.000000,1.000000,1.000000,1.000000,71381.093748,1879.000000
976008.42000008,172933.27000046,41.52999878,46.000000,-17.000000,1.000000,1.000000,1.000000,60859.567747,1427.000000
976016.22999954,172938.18000031,39.33000183,32.000000,15.000000,1.000000,1.000000,1.000000,62310.076780,1616.000000
976009.64000034,172933.00999832,41.68000031,46.000000,-18.000000,1.000000,1.000000,1.000000,60859.567747,1574.000000
976010.27999973,172932.88000107,41.72000122,46.000000,-18.000000,1.000000,1.000000,1.000000,60859.567747,1573.000000
976010.31000042,172944.61000061,39.25000000,6.000000,-5.000000,1.000000,1.000000,1.000000,65223.568357,1727.000000
976022.07999992,172942.31000137,39.75999832,4.000000,21.000000,1.000000,1.000000,1.000000,65437.289061,1594.000000
976001.72000003,172936.22000122,41.41999817,33.000000,-2.000000,1.000000,1.000000,1.000000,62228.217527,1719.000000
976005.92999983,172946.90000153,39.06000137,49.000000,-20.000000,1.000000,1.000000,1.000000,60564.736448,1493.000000
976000.83999997,172937.36000061,40.06000137,33.000000,-2.000000,1.000000,1.000000,1.000000,62228.262571,1331.000000
976007.34999990,172933.18999863,38.79999924,46.000000,-17.000000,1.000000,2.000000,1.000000,60859.575193,1274.000000
976013.05000019,172943.31000137,39.34000015,78.000000,-10.000000,1.000000,1.000000,1.000000,71753.420897,1727.000000
976003.39000010,172941.95999908,38.81999969,78.000000,-10.000000,1.000000,1.000000,1.000000,71753.503904,1764.000000
976005.65999985,172940.90000153,38.88999939,47.000000,5.000000,1.000000,1.000000,1.000000,60764.381834,1770.000000
976001.80999994,172945.50000000,38.79999924,33.000000,-1.000000,1.000000,1.000000,1.000000,62228.322508,1657.000000
976013.40999985,172938.41999817,39.15000153,48.000000,9.000000,1.000000,1.000000,1.000000,60661.613401,1737.000000
976010.72999954,172932.43000031,39.99000168,46.000000,-18.000000,1.000000,1.000000,1.000000,60859.575193,1067.000000
976011.10000038,172932.31000137,40.91999817,46.000000,-18.000000,1.000000,1.000000,1.000000,60859.575193,1075.000000
976008.78999996,172935.68999863,38.88999939,6.000000,-5.000000,1.000000,1.000000,1.000000,65223.478514,1588.000000
976001.15999997,172946.47999954,38.79000092,48.000000,9.000000,1.000000,1.000000,1.000000,60661.553343,1735.000000
976005.73000002,172934.75999832,51.02000046,36.000000,-23.000000,1.000000,1.000000,1.000000,61841.729124,1805.000000
976016.62999916,172935.36000061,39.29999924,48.000000,8.000000,1.000000,1.000000,1.000000,60661.635984,1812.000000
976004.44999981,172939.34999847,38.72000122,31.000000,-25.000000,1.000000,1.000000,1.000000,62483.478636,1586.000000
976006.80999994,172933.54000092,39.43000031,7.000000,20.000000,1.000000,1.000000,1.000000,65143.273436,1445.000000
976024.57999992,172941.00000000,39.91999817,50.000000,30.000000,1.000000,1.000000,1.000000,60449.091063,1371.000000
976004.96000004,172936.20000076,39.50999832,47.000000,5.000000,1.000000,1.000000,1.000000,60764.321898,1531.000000
976014.38000011,172942.04999924,39.34000015,32.000000,15.000000,1.000000,1.000000,1.000000,62310.069334,1639.000000
976020.77000046,172940.50999832,39.63999939,48.000000,8.000000,1.000000,1.000000,1.000000,60661.560911,1684.000000
976008.72000027,172932.47999954,38.52000046,46.000000,-17.000000,1.000000,2.000000,1.000000,60859.582640,908.000000
976014.93999958,172935.06000137,39.18999863,48.000000,8.000000,1.000000,1.000000,1.000000,60661.643431,1749.000000
976024.47999954,172935.61999893,39.65999985,33.000000,-2.000000,1.000000,1.000000,1.000000,62227.827391,1766.000000
976006.55999994,172938.18000031,68.44999695,31.000000,-26.000000,1.000000,2.000000,1.000000,62483.433714,777.000000
976003.71000004,172936.90000153,38.99000168,47.000000,5.000000,1.000000,1.000000,1.000000,60764.329344,1577.000000
976011.64000034,172931.82999992,39.43000031,46.000000,-18.000000,1.000000,1.000000,1.000000,60859.582762,1408.000000
976010.18000031,172934.66999817,39.54999924,35.000000,11.000000,1.000000,1.000000,1.000000,62011.111448,1378.000000
976009.90999985,172933.65999985,41.70999908,35.000000,11.000000,1.000000,1.000000,1.000000,62011.111448,1560.000000
976009.89000034,172941.72999954,39.08000183,34.000000,4.000000,1.000000,1.000000,1.000000,62061.366697,1649.000000
976000.74000001,172946.52000046,38.77999878,82.000000,27.000000,1.000000,1.000000,1.000000,71290.436522,1595.000000
976002.21000004,172935.56999969,41.36999893,49.000000,-20.000000,1.000000,1.000000,1.000000,60564.601439,1585.000000
976007.42999983,172935.25999832,40.02999878,32.000000,15.000000,1.000000,1.000000,1.000000,62309.911741,1346.000000
976015.48999977,172942.24000168,39.43000031,35.000000,12.000000,1.000000,1.000000,1.000000,62011.073851,1763.000000
976000.22000000,172943.90999985,38.65000153,32.000000,15.000000,1.000000,1.000000,1.000000,62309.829222,1622.000000
976022.73999977,172937.97999954,39.65000153,48.000000,8.000000,1.000000,1.000000,1.000000,60661.583494,1784.000000
976003.99000001,172938.83000183,38.74000168,80.000000,2.000000,1.000000,1.000000,1.000000,71517.323240,1852.000000
976023.68000031,172929.45000076,42.31000137,32.000000,15.000000,1.000000,1.000000,1.000000,62310.174315,1602.000000
976016.51000023,172941.13000107,39.41999817,33.000000,-2.000000,1.000000,1.000000,1.000000,62228.007444,1779.000000
976012.06999969,172931.50000000,39.02999878,46.000000,-18.000000,1.000000,2.000000,1.000000,60859.590208,1276.000000
976024.13999939,172935.41999817,39.68000031,82.000000,27.000000,1.000000,1.000000,1.000000,71290.083982,1641.000000
976007.15000010,172933.36000061,39.15999985,33.000000,-2.000000,1.000000,3.000000,2.000000,62228.097532,1295.000000
976015.72999954,172943.36000061,39.45999908,35.000000,12.000000,1.000000,1.000000,1.000000,62011.073851,1657.000000
976005.59000015,172947.25999832,39.06999969,48.000000,9.000000,1.000000,1.000000,1.000000,60661.538450,1694.000000
976024.70000076,172935.84000015,39.70999908,46.000000,-18.000000,1.000000,1.000000,1.000000,60859.470213,1622.000000
976004.48999977,172941.41999817,38.86000061,78.000000,-10.000000,1.000000,1.000000,1.000000,71753.489256,1669.000000
976006.69999981,172940.54000092,68.68000031,46.000000,-18.000000,1.000000,2.000000,1.000000,60859.417723,1675.000000
976009.30000019,172932.84000015,39.95000076,35.000000,11.000000,1.000000,1.000000,1.000000,62011.118895,1327.000000
976007.40999985,172936.95999908,38.88000107,80.000000,2.000000,1.000000,1.000000,1.000000,71517.285154,1923.000000
976007.13999987,172938.93999863,38.97999954,79.000000,25.000000,1.000000,1.000000,1.000000,71586.001951,1666.000000
976009.46000004,172933.72999954,41.72999954,35.000000,11.000000,1.000000,1.000000,1.000000,62011.126463,1681.000000
976012.72000027,172938.18000031,39.18999863,80.000000,2.000000,1.000000,1.000000,1.000000,71517.248045,1822.000000
976009.28999996,172932.83000183,40.18000031,35.000000,11.000000,1.000000,1.000000,1.000000,62011.126463,1285.000000
976010.93999958,172944.81999969,39.25999832,48.000000,9.000000,1.000000,1.000000,1.000000,60661.545897,1678.000000
976022.67000008,172929.81999969,42.25000000,48.000000,8.000000,1.000000,1.000000,1.000000,60661.688475,1495.000000
976016.76000023,172935.95999908,39.27999878,81.000000,-14.000000,1.000000,1.000000,1.000000,71381.093748,1742.000000
976018.37000084,172934.88999939,39.33000183,48.000000,8.000000,1.000000,1.000000,1.000000,60661.635984,1790.000000
976006.57999992,172934.25000000,41.52999878,33.000000,-2.000000,1.000000,1.000000,1.000000,62228.119993,1670.000000
976017.81999969,172941.50000000,39.49000168,4.000000,21.000000,1.000000,1.000000,1.000000,65437.266600,1654.000000
976008.94999981,172934.06000137,41.65000153,35.000000,11.000000,1.000000,1.000000,1.000000,62011.133909,1599.000000
976008.81999969,172933.47999954,41.65000153,35.000000,11.000000,1.000000,1.000000,1.000000,62011.133909,1659.000000
976007.23000002,172935.24000168,39.72999954,49.000000,-20.000000,1.000000,1.000000,1.000000,60564.593992,1423.000000
976017.06999969,172942.13999939,39.49000168,33.000000,-2.000000,1.000000,1.000000,1.000000,62228.007444,1714.000000
976011.77999973,172936.50999832,39.04000092,6.000000,-4.000000,1.000000,1.000000,1.000000,65223.500975,1747.000000
976007.59000015,172940.24000168,68.58999634,81.000000,-14.000000,1.000000,2.000000,1.000000,71380.928709,124.000000
976013.02000046,172942.31000137,39.29000092,46.000000,-18.000000,1.000000,1.000000,1.000000,60859.387693,1677.000000
976000.06000000,172935.27999878,37.61999893,81.000000,-13.000000,1.000000,2.000000,1.000000,71380.869139,461.000000
976018.04999924,172939.02999878,39.45999908,32.000000,15.000000,1.000000,1.000000,1.000000,62310.114256,1592.000000
976005.36999989,172935.13000107,59.90999985,81.000000,-14.000000,1.000000,2.000000,1.000000,71380.936522,994.000000
976023.46999931,172939.25999832,39.75999832,81.000000,-14.000000,1.000000,1.000000,1.000000,71381.161131,1667.000000
976007.19999981,172938.95000076,38.86999893,33.000000,-2.000000,1.000000,1.000000,1.000000,62228.150023,1763.000000
976010.72999954,172940.31999969,39.11999893,48.000000,9.000000,1.000000,1.000000,1.000000,60661.598387,1689.000000
976010.47000027,172935.83000183,38.95999908,80.000000,2.000000,1.000000,1.000000,1.000000,71517.255857,1916.000000
976010.31999969,172945.20000076,39.25999832,4.000000,21.000000,1.000000,1.000000,1.000000,65437.266600,1551.000000
976016.06999969,172944.24000168,39.50000000,34.000000,4.000000,1.000000,1.000000,1.000000,62061.411741,1760.000000
976003.96000004,172942.20000076,38.83000183,47.000000,5.000000,1.000000,1.000000,1.000000,60764.396849,1785.000000
976000.09000000,172936.38000107,41.31000137,5.000000,-6.000000,1.000000,1.000000,1.000000,65362.159178,1595.000000
976010.57999992,172933.50000000,41.72999954,5.000000,-6.000000,1.000000,1.000000,1.000000,65362.122068,1572.000000
976002.61999989,172944.77000046,38.84000015,46.000000,-17.000000,1.000000,1.000000,1.000000,60859.380125,1598.000000
976010.27000046,172945.47999954,39.22000122,6.000000,-5.000000,1.000000,1.000000,1.000000,65223.576170,1635.000000
976012.90999985,172943.61000061,39.29999924,46.000000,-18.000000,1.000000,1.000000,1.000000,60859.357664,1533.000000
976024.54000092,172934.59999847,39.68999863,5.000000,-7.000000,1.000000,1.000000,1.000000,65362.031736,1848.000000
976008.85000038,172938.34999847,38.97999954,48.000000,9.000000,1.000000,1.000000,1.000000,60661.628416,1916.000000
976014.98999977,172937.79000092,39.16999817,34.000000,4.000000,1.000000,1.000000,1.000000,62061.404173,1785.000000
976002.84999990,172943.34000015,38.81000137,47.000000,5.000000,1.000000,1.000000,1.000000,60764.411863,1738.000000
976022.01000023,172936.09000015,39.54999924,48.000000,8.000000,1.000000,1.000000,1.000000,60661.613524,1742.000000
976007.73000002,172942.00000000,39.00999832,31.000000,-25.000000,1.000000,1.000000,1.000000,62483.448607,1452.000000
976019.72999954,172940.99000168,39.61000061,46.000000,-18.000000,1.000000,1.000000,1.000000,60859.372679,1585.000000
976008.01000023,172934.47999954,41.75000000,5.000000,-6.000000,1.000000,2.000000,2.000000,65362.129393,45.000000
976008.47000027,172934.15000153,41.59999847,5.000000,-6.000000,1.000000,1.000000,1.000000,65362.129393,647.000000
976015.13000011,172944.45000076,39.52000046,34.000000,4.000000,1.000000,1.000000,1.000000,62061.404173,1767.000000
976006.44000006,172936.06000137,66.62000275,7.000000,21.000000,1.000000,2.000000,1.000000,65143.243650,0.000000
976009.85999966,172933.13999939,41.70999908,5.000000,-6.000000,1.000000,1.000000,1.000000,65362.129393,1619.000000
976010.31999969,172932.81000137,41.75000000,5.000000,-6.000000,1.000000,1.000000,1.000000,65362.129393,1724.000000
976003.45000005,172938.15000153,38.70999908,48.000000,9.000000,1.000000,1.000000,1.000000,60661.643431,1716.000000
976010.21000004,172936.34000015,39.02999878,82.000000,27.000000,1.000000,1.000000,1.000000,71290.241209,2356.000000
976008.64999962,172946.02999878,39.15999985,4.000000,21.000000,1.000000,1.000000,1.000000,65437.266600,1606.000000
976011.23999977,172931.97999954,39.40999985,47.000000,5.000000,1.000000,1.000000,1.000000,60764.261839,1376.000000
976008.94999981,172940.79999924,38.99000168,48.000000,9.000000,1.000000,1.000000,1.000000,60661.598387,1686.000000
976008.64000034,172940.18000031,38.97000122,33.000000,-2.000000,1.000000,1.000000,1.000000,62228.135008,1712.000000
976012.81999969,172944.43999863,39.34000015,46.000000,-18.000000,1.000000,1.000000,1.000000,60859.335203,1602.000000
976020.43000031,172937.61999893,39.54999924,5.000000,-7.000000,1.000000,1.000000,1.000000,65362.031736,1749.000000
976000.31999999,172942.68000031,38.61000061,34.000000,4.000000,1.000000,1.000000,1.000000,62061.284056,1681.000000
976000.93000001,172937.50999832,39.27999878,33.000000,-2.000000,1.000000,1.000000,1.000000,62228.247557,1466.000000
976005.82000017,172943.34000015,39.00000000,78.000000,-10.000000,1.000000,1.000000,1.000000,71753.489256,1794.000000
976019.88999939,172938.09999847,39.50999832,32.000000,15.000000,1.000000,1.000000,1.000000,62310.151854,1563.000000
976019.03000069,172938.52999878,39.49000168,36.000000,-23.000000,1.000000,1.000000,1.000000,61841.841673,1662.000000
976009.00000000,172945.65000153,39.20999908,79.000000,24.000000,1.000000,1.000000,1.000000,71585.994139,1429.000000
976006.88000011,172933.90999985,41.59000015,35.000000,11.000000,1.000000,1.000000,1.000000,62011.156492,1680.000000
976014.81999969,172939.77000046,39.34000015,4.000000,21.000000,1.000000,1.000000,1.000000,65437.244139,1651.000000
976006.80000019,172933.29000092,38.50000000,35.000000,11.000000,1.000000,2.000000,1.000000,62011.156492,1315.000000
976011.68999958,172931.50000000,39.00999832,50.000000,31.000000,1.000000,3.000000,2.000000,60449.233641,0.000000
976004.76000023,172934.54000092,41.47000122,33.000000,-2.000000,1.000000,1.000000,1.000000,62228.150023,1683.000000
976006.78000021,172940.63000107,68.73999786,81.000000,-14.000000,1.000000,1.000000,1.000000,71380.914061,1753.000000
976006.05999994,172934.25999832,41.74000168,5.000000,-6.000000,1.000000,2.000000,2.000000,65362.144529,1647.000000
976002.61999989,172940.29000092,38.63999939,7.000000,21.000000,1.000000,1.000000,1.000000,65143.243650,1733.000000
976005.98000002,172945.65000153,39.04999924,46.000000,-17.000000,1.000000,1.000000,1.000000,60859.342649,1632.000000
976011.36999989,172940.88000107,39.20999908,78.000000,-10.000000,1.000000,1.000000,1.000000,71753.420897,1711.000000
976001.45000005,172935.54000092,41.34000015,80.000000,2.000000,1.000000,1.000000,1.000000,71517.330076,1671.000000
976011.81000042,172942.15000153,39.22000122,32.000000,15.000000,1.000000,1.000000,1.000000,62310.031736,1575.000000
976002.85999990,172939.91999817,38.70999908,82.000000,27.000000,1.000000,1.000000,1.000000,71290.353514,1816.000000
976010.77999973,172932.68000031,41.75999832,47.000000,5.000000,1.000000,1.000000,1.000000,60764.269285,1663.000000
976000.68000001,172945.61999893,38.68999863,35.000000,12.000000,1.000000,1.000000,1.000000,62011.261473,1670.000000
976022.82999992,172936.09999847,39.63000107,49.000000,-19.000000,1.000000,1.000000,1.000000,60564.593870,1675.000000
976008.90999985,172942.84000015,39.06999969,34.000000,4.000000,1.000000,1.000000,1.000000,62061.359129,1795.000000
976008.67000008,172940.79000092,39.02999878,81.000000,-14.000000,1.000000,1.000000,1.000000,71380.951170,1603.000000
976006.23999977,172942.65999985,38.95000076,6.000000,-5.000000,1.000000,1.000000,1.000000,65223.538572,1633.000000
976007.67000008,172938.54000092,38.90000153,34.000000,4.000000,1.000000,1.000000,1.000000,62061.344114,1916.000000
976004.36000013,172934.29000092,39.38999939,5.000000,-6.000000,1.000000,1.000000,1.000000,65362.151854,1388.000000
976011.02000046,172941.97999954,39.18999863,32.000000,15.000000,1.000000,1.000000,1.000000,62310.009275,1637.000000
976012.39999962,172942.77000046,39.34000015,80.000000,3.000000,1.000000,1.000000,1.000000,71517.278318,1663.000000
976011.64000034,172933.15000153,41.77999878,47.000000,5.000000,1.000000,1.000000,1.000000,60764.276854,1624.000000
976016.48999977,172937.25999832,39.27000046,80.000000,2.000000,1.000000,1.000000,1.000000,71517.209959,1898.000000
976005.53000021,172942.11000061,38.88000107,33.000000,-2.000000,1.000000,1.000000,1.000000,62228.209959,1772.000000
976021.23999977,172935.79000092,39.54000092,81.000000,-14.000000,1.000000,1.000000,1.000000,71381.146482,1826.000000
976006.84999990,172944.81999969,39.08000183,34.000000,4.000000,1.000000,1.000000,1.000000,62061.336668,1698.000000
976010.06999969,172936.25000000,39.02999878,81.000000,-14.000000,1.000000,1.000000,1.000000,71380.989256,2058.000000
976009.05000019,172932.88999939,39.56000137,47.000000,5.000000,1.000000,2.000000,2.000000,60764.276854,1129.000000
976022.81999969,172929.31999969,42.34000015,79.000000,25.000000,1.000000,1.000000,1.000000,71586.166990,1313.000000
976021.32999992,172940.61999893,39.72000122,80.000000,3.000000,1.000000,1.000000,1.000000,71517.187498,1721.000000
976015.73999977,172936.31000137,39.20999908,49.000000,-19.000000,1.000000,1.000000,1.000000,60564.601439,1667.000000
976012.86999989,172940.11999893,39.25000000,47.000000,5.000000,1.000000,1.000000,1.000000,60764.366819,1762.000000
976012.06999969,172933.34000015,41.79999924,47.000000,5.000000,1.000000,1.000000,1.000000,60764.284300,1716.000000
976003.15000010,172943.43999863,38.83000183,31.000000,-25.000000,1.000000,1.000000,1.000000,62483.501097,1491.000000
976010.96000004,172933.25000000,41.75000000,47.000000,5.000000,1.000000,1.000000,1.000000,60764.284300,1745.000000
976010.39999962,172933.20999908,41.75999832,47.000000,5.000000,1.000000,1.000000,1.000000,60764.284300,1728.000000
976010.77999973,172943.72000122,39.27999878,32.000000,15.000000,1.000000,1.000000,1.000000,62310.016844,1667.000000
976000.15000001,172945.45999908,38.72000122,7.000000,21.000000,1.000000,1.000000,1.000000,65143.221190,1553.000000
976008.77999973,172933.08000183,41.58000183,47.000000,5.000000,1.000000,2.000000,1.000000,60764.284300,1207.000000
976024.26000023,172939.65999985,39.77000046,7.000000,20.000000,1.000000,1.000000,1.000000,65143.071287,1529.000000
976002.34999990,172948.16999817,38.93000031,46.000000,-17.000000,1.000000,1.000000,1.000000,60859.312620,1590.000000
976023.28000069,172936.06000137,39.74000168,79.000000,24.000000,1.000000,1.000000,1.000000,71586.144529,1749.000000
976021.78000069,172930.18000031,42.25000000,81.000000,-14.000000,1.000000,1.000000,1.000000,71381.191404,1626.000000
976019.31999969,172935.34000015,39.43000031,33.000000,-2.000000,1.000000,1.000000,1.000000,62227.909910,1814.000000
976007.15000010,172936.88000107,38.84000015,78.000000,-11.000000,1.000000,1.000000,1.000000,71753.436522,1831.000000
976001.85000002,172937.09999847,39.47999954,33.000000,-2.000000,1.000000,1.000000,1.000000,62228.224974,1508.000000
